gene_id	T_MT_3	T_MT_2	T_EV_2	T_FB_4	T_FB_2	T_MT_4	T_L6_3	T_L6_2	T_FB_3	T_L6_4	T_EV_3	T_EV_4
WBGene00000085	20.0	37.0	34.0	18.0	31.0	28.0	20.0	26.0	32.0	25.0	32.0	43.0
WBGene00000086	132.0	137.0	125.0	96.0	255.0	129.0	267.0	389.0	108.0	298.0	137.0	171.0
WBGene00000088	245.0	215.0	235.0	143.0	309.0	166.0	264.0	388.0	217.0	354.0	184.0	158.0
WBGene00000089	81.0	104.0	138.0	41.0	141.0	73.0	122.0	197.0	103.0	131.0	75.0	95.0
WBGene00000090	2490.0	1894.0	1572.0	1707.0	2369.0	2689.0	2000.0	1041.0	2230.0	1864.0	2403.0	2189.0
WBGene00000092	562.0	490.0	490.0	372.0	605.0	604.0	444.0	455.0	569.0	521.0	574.0	545.0
WBGene00000093	358.0	399.0	430.0	458.0	438.0	375.0	392.0	303.0	549.99	502.0	370.0	418.0
WBGene00000094	605.0	592.0	552.0	480.78	647.79	660.0	385.0	156.0	712.42	338.28	599.17	494.38
WBGene00000095	374.0	315.0	302.0	289.0	334.0	350.0	337.0	342.0	320.0	300.0	305.0	290.0
WBGene00000096	10.0	23.0	5.0	15.0	24.0	6.0	15.0	24.0	20.0	25.0	13.0	12.0
WBGene00000097	961.0	1001.0	839.0	906.0	1044.0	1068.0	1327.0	938.0	969.0	1576.0	1145.0	969.0
WBGene00000098	5979.0	5135.0	5097.0	4689.0	5748.0	6163.0	4578.0	2124.0	5944.0	4533.0	5913.0	5241.0
WBGene00000099	2051.0	1824.0	1840.0	1579.0	1951.0	2195.0	1612.0	684.0	2331.0	1657.0	2094.0	1866.0
WBGene00000100	1465.0	1877.0	1151.0	1294.0	3308.0	1536.0	3007.0	5009.0	998.0	3160.0	1571.0	1741.0
WBGene00000101	7440.0	6059.0	5657.0	5599.0	7257.0	8092.0	6283.0	2883.0	7256.0	5881.0	7141.0	6442.0
WBGene00000102	4826.0	3857.0	4282.0	3318.0	4375.0	5031.0	3813.0	2426.0	5043.0	3729.0	4602.0	4006.0
WBGene00000103	243.0	218.0	280.0	150.0	316.0	211.0	370.0	451.0	211.0	379.0	229.0	185.0
WBGene00000105	1745.0	1532.0	1171.0	1012.0	2399.0	1795.0	2629.0	3610.0	1262.0	2310.0	1559.0	1518.0
WBGene00000106	1879.0	1304.0	1017.0	1320.0	1598.0	2110.0	1651.0	1172.0	1261.0	1643.0	1824.0	1747.0
WBGene00000107	5147.0	4882.0	5492.0	4663.0	6072.0	5628.0	5920.0	6879.0	5443.0	6280.0	5631.0	4965.0
WBGene00000108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
WBGene00000109	2264.0	1991.0	2581.0	1517.0	2515.0	2292.0	2245.0	2284.0	2570.0	2496.0	2396.0	2103.0
WBGene00000110	2500.0	2231.0	2371.0	1901.0	2935.0	2439.0	2359.0	2028.0	2138.0	2318.0	2444.0	2383.0
WBGene00000111	74.0	61.0	79.0	59.0	141.0	77.0	219.0	263.0	89.0	277.0	90.0	66.0
WBGene00000112	2077.0	2631.0	3781.0	1478.0	3148.0	2656.0	2352.0	2372.0	2353.0	2722.0	2372.0	2490.0
WBGene00000113	875.0	799.0	1087.0	650.0	994.0	899.0	1322.0	1279.0	1056.0	1475.0	951.0	912.0
WBGene00000114	13601.0	13287.0	9835.0	14173.0	23845.0	15831.0	10242.0	9465.0	10518.0	10169.0	15043.0	16246.0
WBGene00000115	2839.0	3311.0	5826.0	2158.0	3349.0	4032.0	2641.0	1900.0	3065.0	2931.0	3436.0	3981.0
WBGene00000116	246.0	258.0	627.0	144.0	267.0	375.0	429.0	451.0	222.0	597.0	239.0	448.0
WBGene00000117	846.0	785.0	636.0	778.0	1036.0	882.0	889.0	944.0	742.0	916.0	840.0	826.0
WBGene00000118	837.0	1021.0	1305.0	787.0	1284.0	756.0	1133.0	1451.0	980.0	1238.0	912.0	902.0
WBGene00000120	253.0	233.0	250.0	219.0	254.0	248.0	324.0	399.0	280.0	335.0	269.0	253.0
WBGene00000121	5156.0	4273.0	3518.0	4532.0	4131.0	5691.0	4168.0	1692.0	4535.0	4479.0	5230.0	4850.0
WBGene00000122	5299.0	4983.0	5581.0	4492.0	5408.0	5730.0	3523.0	2665.0	6022.0	3962.0	5665.0	4911.0
WBGene00000123	5300.0	4030.0	1924.0	5105.0	5200.0	6315.0	5733.0	4317.0	2669.0	5362.0	4840.0	5645.0
WBGene00000133	68.0	158.0	225.0	179.0	282.0	177.0	102.0	91.0	199.0	174.0	59.0	183.0
WBGene00000134	3.0	11.0	14.0	2.0	19.0	9.0	26.0	12.0	12.0	20.0	3.0	11.0
WBGene00000135	21.0	48.0	31.0	16.0	45.0	18.0	44.0	50.0	29.0	70.0	26.0	24.0
WBGene00000136	671.0	592.0	753.0	602.0	962.0	530.0	415.0	554.0	845.0	488.0	576.0	520.0
WBGene00000137	377.0	260.0	294.0	226.0	277.0	330.0	305.0	191.0	315.0	330.0	334.0	296.0
WBGene00000138	193.0	356.0	504.0	211.0	536.0	231.0	577.0	976.0	225.0	684.0	261.0	281.0
WBGene00000139	75.0	136.0	161.0	109.0	130.0	95.0	118.0	150.0	123.0	124.0	85.0	76.0
WBGene00000140	2308.0	2398.0	1171.0	1177.0	3681.0	2207.0	3420.0	3677.0	1213.0	3047.0	2407.0	2209.0
WBGene00000142	2948.0	2627.0	3152.0	2891.0	3096.0	3183.0	2455.0	1268.0	3599.0	2466.0	3028.0	2844.0
WBGene00000143	2106.0	1884.0	2350.0	1860.0	2227.0	2244.0	1666.0	819.0	2522.0	1598.0	2131.0	1967.0
WBGene00000144	672.0	584.0	696.0	658.0	547.0	723.0	544.0	267.0	825.0	576.0	727.0	539.0
WBGene00000145	527.0	440.0	494.0	647.0	496.0	539.0	437.0	188.0	658.0	383.0	522.0	516.0
WBGene00000146	4618.0	3884.0	3276.0	3152.0	4463.0	4808.0	3932.0	2845.0	4531.0	3729.0	4416.0	4094.0
WBGene00000147	750.0	684.0	796.0	721.0	744.0	812.0	653.0	285.0	1126.0	620.0	769.0	687.0
WBGene00000148	1534.0	1308.0	1627.0	1346.0	1573.0	1462.0	1133.0	705.0	1863.0	1111.0	1489.0	1340.0
WBGene00000149	2222.0	2279.0	1794.0	1339.0	3873.0	2380.0	4789.0	7268.0	1411.0	5012.0	2266.0	2551.0
WBGene00000150	315.0	523.0	761.0	387.0	850.0	316.0	801.0	1389.0	451.0	883.0	410.0	394.0
WBGene00000151	1911.0	1753.0	1805.0	1797.0	2054.0	2137.0	1534.0	933.0	2236.0	1653.0	1978.0	1787.0
WBGene00000155	5587.0	4918.0	5522.0	3957.0	5197.0	5861.0	4595.0	2496.0	6287.0	4544.0	5491.0	4857.0
WBGene00000156	3471.0	2596.0	2178.0	2379.0	2996.0	3409.0	3082.0	1404.0	3273.0	2786.0	3228.0	2869.0
WBGene00000157	318.0	333.0	382.0	213.0	354.0	324.0	287.0	389.0	359.0	324.0	354.0	316.0
WBGene00000158	2347.0	2278.0	2647.0	1840.0	2744.0	2526.0	2311.0	2035.0	2746.0	2235.0	2382.0	2184.0
WBGene00000159	1128.0	1105.0	1233.0	1276.0	1212.0	1193.0	831.0	661.0	1528.0	896.0	1172.0	1111.0
WBGene00000160	2328.0	1859.0	1531.0	1800.0	2665.0	2730.0	2323.0	1945.0	1846.0	2313.0	2330.0	2069.0
WBGene00000161	1202.0	972.0	1057.0	765.0	1278.0	1213.0	1252.0	1366.0	1088.0	1150.0	1197.0	1179.0
WBGene00000162	1793.0	1492.0	1057.0	1285.0	1674.0	2121.0	1764.0	895.0	1314.0	1706.0	1677.0	1910.0
WBGene00000163	2938.0	2351.0	2573.0	2352.0	2968.0	2893.0	2843.0	1588.0	3471.0	2630.0	2816.0	2379.0
WBGene00000164	404.0	258.0	356.0	257.0	296.0	371.0	245.0	243.0	399.0	300.0	354.0	311.0
WBGene00000165	1400.0	1351.0	1585.0	1151.0	1458.0	1414.0	1344.0	726.0	1866.0	1457.0	1484.0	1391.0
WBGene00000166	30.0	26.0	49.0	11.0	51.0	24.0	37.0	50.0	30.0	35.0	30.0	30.0
WBGene00000168	3014.0	2480.0	1993.0	1845.0	2742.0	3116.0	2694.0	924.0	2487.0	2343.0	2850.0	2513.0
WBGene00000169	375.0	447.0	732.0	265.0	644.0	339.0	783.0	1478.0	453.0	893.0	518.0	377.0
WBGene00000170	968.0	682.0	561.0	793.0	1362.0	603.0	1573.0	2317.0	656.0	1512.0	941.0	656.0
WBGene00000171	2.0	17.0	11.0	6.0	17.0	6.0	23.0	17.0	2.0	22.0	3.0	6.0
WBGene00000172	134.0	238.0	258.0	175.0	293.0	102.0	154.0	187.0	139.0	166.0	142.0	129.0
WBGene00000173	3.0	3.0	8.0	0.0	4.0	2.0	7.0	19.0	2.0	8.0	11.0	3.0
WBGene00000174	9.0	16.0	35.0	13.0	13.0	17.0	23.0	27.0	10.0	28.0	23.0	20.0
WBGene00000175	2288.0	3016.0	4669.0	2432.0	5834.0	2442.0	4211.0	4353.0	3117.0	4824.0	2781.0	2838.0
WBGene00000176	894.0	1122.0	1974.0	607.0	1630.0	1228.0	1486.0	1079.0	1516.0	2169.0	1000.0	1427.0
WBGene00000177	66.0	99.0	167.0	81.0	118.0	75.0	88.0	112.0	109.0	109.0	116.0	95.0
WBGene00000178	672.0	817.0	1039.0	646.0	1034.0	545.0	510.0	734.0	735.0	541.0	658.0	647.0
WBGene00000179	647.0	768.0	1221.0	563.0	1056.0	593.0	799.0	701.0	776.0	931.0	666.0	717.0
WBGene00000180	252.0	242.0	404.0	203.0	365.0	235.0	364.0	504.0	294.0	419.0	263.0	249.0
WBGene00000181	2537.0	2794.0	3481.0	2734.0	3481.0	2608.0	2403.0	2041.0	3362.0	2362.0	2853.0	2523.0
WBGene00000182	7859.0	7918.0	8888.0	6358.0	10520.0	8436.0	7176.0	7364.0	8623.0	7681.0	8187.0	7950.0
WBGene00000183	6643.0	6529.0	6645.0	5066.0	8288.0	7371.0	5524.0	5651.0	6992.0	5858.0	6984.0	6348.0
WBGene00000184	836.0	841.0	958.0	563.0	903.0	971.0	678.0	543.0	905.0	823.0	836.0	755.0
WBGene00000185	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
WBGene00000186	1278.0	944.0	650.0	914.0	1289.0	1439.0	1117.0	749.0	857.0	1038.0	1168.0	1180.0
WBGene00000187	999.0	966.0	1176.0	900.0	1176.0	1006.0	947.0	825.0	1346.0	992.0	1015.0	917.0
WBGene00000188	14.0	18.0	17.0	9.0	38.0	25.0	27.0	22.0	18.0	30.0	22.0	22.0
WBGene00000189	502.0	476.0	529.0	604.0	526.0	514.0	498.0	273.0	694.0	495.0	530.0	502.0
WBGene00000190	12.0	60.0	54.0	31.0	148.0	22.0	237.0	185.0	50.0	297.0	12.0	42.0
WBGene00000191	7.0	8.0	13.0	9.0	26.0	6.0	86.0	58.0	19.0	118.0	19.0	9.0
WBGene00000192	3545.0	3147.0	3246.0	2788.0	3468.0	3882.0	2883.0	1592.0	3884.0	2736.0	3683.0	3220.0
WBGene00000193	5.0	8.0	8.0	0.0	9.0	5.0	6.0	16.0	4.0	11.0	6.0	4.0
WBGene00000195	316.0	247.0	207.0	238.0	308.0	320.0	285.0	228.0	228.0	252.0	262.0	286.0
WBGene00000196	919.0	886.0	1020.0	862.0	1007.0	1073.0	727.0	561.0	1033.0	806.0	878.0	855.0
WBGene00000197	6593.0	5351.0	2962.0	6064.0	6315.0	9058.0	5997.0	5347.0	4432.0	6678.0	6915.0	6850.0
WBGene00000198	3942.0	3851.0	3234.0	3414.0	4676.0	3772.0	3836.0	2981.0	3648.0	3745.0	3940.0	3859.0
WBGene00000199	2223.0	1847.0	1713.0	1768.0	2307.0	2430.0	2098.0	1806.0	2165.0	2270.0	2131.0	2026.0
WBGene00000200	2861.0	2463.0	2506.0	2345.0	2989.0	3142.0	2479.0	1905.0	2932.0	2532.0	2856.0	2562.0
WBGene00000201	1760.0	1659.0	1614.0	1510.0	1951.0	2141.0	1678.0	1374.0	1821.0	1794.0	2001.0	1745.0
WBGene00000202	1416.0	1316.0	1369.0	1462.0	1423.0	1505.0	1188.0	549.0	1682.0	1153.0	1448.0	1379.0
WBGene00000203	1149.0	976.0	1129.0	1012.0	1098.0	1256.0	1011.0	732.0	1270.0	1177.0	1127.0	1062.0
WBGene00000204	1616.0	1367.0	1339.0	1249.0	1504.0	1739.0	1248.0	922.0	1707.0	1255.0	1598.0	1435.0
WBGene00000205	1114.0	973.0	973.0	870.0	1064.0	1026.0	1045.0	666.0	1230.0	1096.0	1091.0	1037.0
WBGene00000206	6128.0	5566.0	5793.0	5893.0	5950.0	7305.0	4260.0	2440.0	6840.0	4956.0	6491.0	5846.0
WBGene00000207	3381.0	3846.0	4022.0	2724.0	6055.0	3378.0	5336.0	6372.0	2962.0	5427.0	3641.0	3756.0
WBGene00000208	962.0	894.0	974.0	917.0	1159.0	1158.0	1370.0	1047.0	1035.0	1410.0	1030.0	906.0
WBGene00000209	2714.0	2678.0	3501.0	2970.0	2991.0	3015.0	2234.0	1615.0	3332.0	2654.0	2988.0	3082.0
WBGene00000210	1507.0	1931.0	2453.0	1446.0	2489.0	1429.0	1998.0	2601.0	1680.0	2273.0	1658.0	1718.0
WBGene00000211	98.0	102.0	184.0	103.0	119.0	159.0	138.0	198.0	125.0	178.0	130.0	143.0
WBGene00000212	61.0	70.0	91.0	61.0	99.0	55.0	63.0	83.0	66.0	85.0	61.0	56.0
WBGene00000213	62.0	13.0	14.0	7.0	2.0	73.0	17.0	12.0	10.0	16.0	99.0	50.0
WBGene00000214	14451.0	11986.0	8285.0	14179.0	22799.0	7690.0	22771.0	22018.0	8718.0	20657.0	13581.0	9845.0
WBGene00000215	6020.0	6156.0	7136.0	6037.0	9654.0	3560.0	6547.0	7293.0	6858.0	5952.0	5705.0	4907.0
WBGene00000216	10243.0	8889.0	7288.0	7870.0	12197.0	7847.0	16814.0	19301.0	6932.0	17638.0	9601.0	8583.0
WBGene00000217	4168.0	3754.0	4495.0	4512.0	3914.0	4351.0	9337.0	6975.0	4375.0	9346.0	4021.0	4174.0
WBGene00000218	5288.0	3769.0	3792.0	5111.0	6659.0	3764.0	5354.0	7367.0	5113.0	5455.0	4936.0	3627.0
WBGene00000219	14119.0	8076.0	6125.0	10658.0	12231.0	8336.0	16259.0	18779.0	8483.0	16756.0	11867.0	8671.0
WBGene00000220	69.0	29.0	59.0	55.0	101.0	36.0	115.0	298.0	51.0	125.0	87.0	29.0
WBGene00000221	683.5	1011.62	976.63	419.1	1109.9	677.02	944.25	1214.86	647.75	859.87	750.9	785.29
WBGene00000222	354.0	336.0	268.0	214.0	348.0	331.0	425.0	497.0	323.0	346.0	318.0	293.0
WBGene00000223	5089.0	4400.0	4259.0	3724.0	5145.0	5287.0	5590.0	3371.0	4961.0	5207.0	4905.0	4620.0
WBGene00000224	502.0	560.0	549.0	356.0	869.0	460.0	1236.0	1432.0	433.0	1227.0	557.0	539.0
WBGene00000225	383.0	487.0	353.0	280.0	601.0	416.0	614.0	782.0	241.0	656.0	453.0	435.0
WBGene00000226	3353.0	3119.0	3521.0	2748.0	3738.0	3396.0	2944.0	2139.0	3701.0	2609.0	3384.0	2996.0
WBGene00000227	1461.0	1177.0	885.0	1242.0	1493.0	1408.0	1543.0	1275.0	1103.0	1394.0	1353.0	1297.0
WBGene00000228	2053.0	3106.0	4640.0	1581.0	4268.0	2550.0	4598.0	4905.0	2338.0	4803.0	2853.0	3029.0
WBGene00000229	39778.0	36965.0	24385.0	36377.0	48766.0	50097.0	38187.0	35603.0	28785.0	40508.0	41093.0	41591.0
WBGene00000230	9186.0	9541.0	10613.0	7402.0	12162.0	9365.0	11193.0	11424.0	9577.0	11034.0	9672.0	8901.0
WBGene00000231	6510.0	5273.0	4351.0	5215.0	6749.0	7683.0	6664.0	5129.0	5283.0	6426.0	6096.0	6421.0
WBGene00000232	100.0	152.0	144.0	65.0	214.0	113.0	159.0	201.0	104.0	156.0	105.0	121.0
WBGene00000233	134.0	191.0	335.0	99.0	261.0	197.0	257.0	265.0	167.0	314.0	147.0	194.0
WBGene00000235	2491.0	2579.0	3051.0	2550.0	2788.0	2631.0	2851.0	2106.0	3099.0	3190.0	2692.0	2524.0
WBGene00000236	1179.0	1097.0	1245.0	1433.0	1197.0	1316.0	1085.0	579.0	1542.0	1146.0	1348.0	1148.0
WBGene00000237	317.0	288.0	315.0	216.0	464.0	241.0	445.0	819.0	209.0	471.0	273.0	249.0
WBGene00000238	142.0	194.0	231.0	98.0	270.0	166.0	298.0	505.0	137.0	371.0	128.0	214.0
WBGene00000239	270.0	404.0	498.0	355.0	445.0	298.0	291.0	361.0	321.0	359.0	303.0	324.0
WBGene00000240	697.0	980.0	1577.0	514.0	1258.0	1272.0	1091.0	759.0	832.0	1462.0	989.0	1200.0
WBGene00000241	8.0	11.0	14.0	1.0	11.0	13.0	11.0	12.0	4.0	22.0	8.0	11.0
WBGene00000242	10.0	11.0	13.0	1.0	12.0	6.0	10.0	17.0	8.0	18.0	14.0	8.0
WBGene00000244	29.0	24.0	17.0	12.0	24.0	12.0	30.0	33.0	13.0	33.0	12.0	28.0
WBGene00000245	360.0	464.0	713.0	448.0	877.0	443.0	390.0	399.0	656.0	441.0	457.0	461.0
WBGene00000246	55.0	44.0	113.0	20.0	89.0	48.0	134.0	262.0	34.0	159.0	38.0	67.0
WBGene00000247	845.0	727.0	894.0	738.0	862.0	844.0	1049.0	680.0	955.0	1132.0	841.0	784.0
WBGene00000248	800.0	851.0	959.0	600.0	1218.0	812.0	866.0	1041.0	787.0	1063.0	859.0	775.0
WBGene00000249	1387.0	1217.0	1545.0	1285.0	1153.0	1394.0	1001.0	498.0	1581.0	1026.0	1458.0	1390.0
WBGene00000250	812.0	633.0	672.0	467.0	681.0	838.0	729.0	357.0	759.0	628.0	898.0	633.0
WBGene00000251	130.0	222.0	241.0	77.0	1145.0	110.0	836.0	2870.0	139.0	451.0	195.0	247.0
WBGene00000252	144.0	343.0	970.0	116.0	1513.0	78.0	917.0	3345.0	432.0	596.0	324.0	203.0
WBGene00000253	388.0	486.99	729.0	260.0	679.0	394.0	856.0	1351.0	346.0	974.0	456.0	504.0
WBGene00000254	5536.0	5320.0	5871.0	4390.0	7105.0	5927.0	6602.0	6109.0	5965.0	6651.0	5546.0	5330.0
WBGene00000255	5.0	19.0	50.0	8.0	41.0	11.0	20.0	70.0	20.0	10.0	14.0	9.0
WBGene00000256	537.0	1387.0	2177.0	630.0	4295.0	254.0	2778.0	9742.0	818.0	2223.0	869.0	759.0
WBGene00000257	2629.0	2311.0	2065.0	2339.0	2670.0	3136.0	2089.0	1875.0	2310.0	2063.0	2479.0	2541.0
WBGene00000259	1237.0	1206.0	1280.0	926.0	1269.0	1311.0	920.0	791.0	1238.0	857.0	1195.0	1036.0
WBGene00000262	165.0	151.0	155.0	115.0	140.0	188.0	87.0	92.0	167.0	116.0	190.0	142.0
WBGene00000263	4682.0	5217.0	6477.0	4724.0	6318.0	4732.0	4790.0	4739.0	5695.0	5375.0	5224.0	4997.0
WBGene00000264	1300.0	1130.0	1049.0	1017.0	1302.0	1445.0	1001.0	461.0	1431.0	939.0	1320.0	1141.0
WBGene00000265	1250.0	985.0	958.0	858.0	1131.0	1352.0	936.0	466.0	1185.0	865.0	1110.0	1008.0
WBGene00000266	380.0	483.0	668.0	309.0	691.0	265.0	620.0	1099.0	471.0	685.0	372.0	373.0
WBGene00000267	40.0	63.0	56.0	46.0	74.0	48.0	78.0	102.0	41.0	83.0	60.0	40.0
WBGene00000268	2323.0	2174.0	2188.0	1751.0	2911.0	2572.0	2446.0	2580.0	2357.0	2670.0	2258.0	2173.0
WBGene00000269	527.0	473.0	539.0	400.0	592.0	574.0	626.0	454.0	564.0	613.0	538.0	514.0
WBGene00000270	555.0	433.0	508.0	487.0	531.0	587.0	359.0	211.0	641.0	367.0	554.0	496.0
WBGene00000271	2239.0	1867.0	1784.0	1722.0	2390.0	2314.0	1789.0	979.0	2133.0	1630.0	2300.0	1866.0
WBGene00000272	6.0	0.0	2.0	1.0	11.0	1.0	6.0	27.0	6.0	11.0	7.0	1.0
WBGene00000273	4381.0	4198.0	2926.0	2992.0	4777.0	6794.0	6175.0	5745.0	2594.0	7137.0	4890.0	6893.0
WBGene00000274	2273.0	2016.0	1410.0	1854.0	2383.0	2713.0	2295.0	1436.0	1646.0	2094.0	2195.0	2033.0
WBGene00000275	5023.0	4708.0	3451.0	4161.0	5448.0	5989.0	4660.0	2728.0	4339.0	4866.0	5083.0	4805.0
WBGene00000276	2207.0	2559.0	2844.0	2098.0	2894.0	2602.0	2759.0	2579.0	2836.0	2869.0	2258.0	2244.0
WBGene00000277	1448.0	1497.0	1930.0	855.0	2044.0	1826.0	2857.0	3068.0	1455.0	3624.0	1518.0	1706.0
WBGene00000279	60.0	47.0	69.0	54.0	84.0	42.0	56.0	60.0	81.0	57.0	57.0	57.0
WBGene00000280	6.0	23.0	30.0	10.0	29.0	14.0	38.0	47.0	27.0	43.0	21.0	17.0
WBGene00000281	970.0	961.0	1251.0	679.0	1481.0	649.0	1084.0	1014.0	1006.0	1226.0	1037.0	877.0
WBGene00000282	1330.0	1919.0	3481.0	1401.0	3107.0	2115.0	1969.0	2021.0	2280.0	2348.0	1687.0	2138.0
WBGene00000283	453.0	537.0	639.0	528.0	774.0	432.0	383.0	424.0	643.0	479.0	507.0	528.0
WBGene00000284	63.0	42.0	80.0	23.0	77.0	38.0	82.0	159.0	54.0	82.0	55.0	62.0
WBGene00000285	61.0	73.0	171.0	31.0	136.0	70.0	125.0	157.0	59.0	161.0	69.0	76.0
WBGene00000286	44.0	63.0	107.0	48.0	95.0	66.0	98.0	165.0	81.0	137.0	65.0	67.0
WBGene00000287	24.0	32.0	60.0	3.0	45.0	42.0	65.0	67.0	40.0	82.0	32.0	35.0
WBGene00000288	53.0	73.0	77.0	25.0	73.0	45.0	83.0	175.0	68.0	115.0	49.0	60.0
WBGene00000289	1882.0	1551.0	1429.0	1309.0	1656.0	1958.0	1786.0	880.0	1866.0	1726.0	1760.0	1761.0
WBGene00000292	2412.0	2178.0	2293.0	1847.0	2383.0	2669.0	2273.0	1857.0	2538.0	2553.0	2504.0	2243.0
WBGene00000293	2692.0	2520.0	2955.0	2314.0	2934.0	2852.0	2896.0	2771.0	3131.0	3197.0	2879.0	2529.0
WBGene00000294	1653.0	1624.0	2134.0	1159.0	2166.0	1800.0	2687.0	2810.0	1683.0	2937.0	1859.0	1830.0
WBGene00000295	24.0	25.0	34.0	13.0	41.0	18.0	31.0	58.0	33.0	52.0	25.0	16.0
WBGene00000296	8.0	17.0	20.0	9.0	34.0	8.0	27.0	33.0	16.0	15.0	4.0	7.0
WBGene00000298	992.0	938.0	1152.0	435.0	1018.0	802.0	403.0	701.0	1122.0	644.0	977.0	867.0
WBGene00000301	1149.0	529.0	589.0	1312.0	411.0	1139.0	429.0	34.0	980.0	238.0	1003.0	959.0
WBGene00000302	31.0	33.0	61.0	17.0	55.0	21.0	58.0	78.0	35.0	79.0	27.0	22.0
WBGene00000308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00000310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00000311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00000366	5571.0	4427.0	2734.0	4420.0	5925.0	5839.0	5672.0	4468.0	3562.0	5123.0	4953.0	4953.0
WBGene00000367	218.0	282.0	442.0	107.0	440.0	292.0	370.0	456.0	209.0	460.0	249.0	281.0
WBGene00000368	151.0	205.0	312.0	139.0	340.0	198.0	285.0	429.0	229.0	355.0	232.0	248.0
WBGene00000369	2684.0	2349.0	2122.0	2374.0	2977.0	3133.0	2524.0	1433.0	2682.0	2460.0	2762.0	2686.0
WBGene00000370	1240.0	1213.0	1742.0	834.0	1597.0	1476.0	1721.0	1970.0	1155.0	1984.0	1369.0	1511.0
WBGene00000371	5184.0	5407.0	7248.0	5343.0	6482.0	5153.0	5186.0	5352.0	6195.0	5441.0	5678.0	5261.0
WBGene00000372	28.0	18.0	7.0	15.0	2.0	11.0	11.0	16.0	17.0	38.0	19.0	15.0
WBGene00000373	104.0	122.0	219.0	61.0	137.0	198.0	629.0	956.0	96.0	927.0	154.0	133.0
WBGene00000374	216.0	288.0	335.0	201.0	415.0	228.0	421.0	638.0	341.0	375.0	262.0	226.0
WBGene00000375	1253.0	1020.0	1298.0	1075.0	1141.0	1339.0	1014.0	432.0	1440.0	1068.0	1281.0	1114.0
WBGene00000376	9285.0	7333.0	8075.0	6818.0	9204.0	9566.0	7984.0	4516.0	10206.0	7519.0	8825.0	8020.0
WBGene00000377	9756.0	8610.0	8021.0	8347.0	9324.0	13308.0	9277.0	7399.0	9245.0	10065.0	10720.0	10061.0
WBGene00000378	7314.0	6476.0	5578.0	6261.0	7354.0	9828.0	6548.0	4736.0	6756.0	7290.0	7799.0	7255.0
WBGene00000379	8660.0	7768.0	7750.0	7561.0	8653.0	10812.0	8159.0	6779.0	9275.0	8785.0	9314.0	8781.0
WBGene00000380	12307.0	11440.0	12149.0	9886.0	12136.0	14673.0	11517.0	9471.0	11964.0	12862.0	13142.0	11888.0
WBGene00000381	8365.0	7047.0	6305.0	7085.0	8018.0	10227.0	8012.0	5747.0	7538.0	8471.0	8578.0	8315.0
WBGene00000382	2598.0	2299.0	1928.0	1984.0	2460.0	2883.0	1987.0	960.0	2538.0	1988.0	2564.0	2238.0
WBGene00000383	3616.0	2851.0	2531.0	2631.0	3507.0	3885.0	2994.0	1763.0	3200.0	2582.0	3584.0	3180.0
WBGene00000386	6574.0	5563.0	5279.0	4975.0	6453.0	6693.0	5002.0	1914.0	6817.0	4704.0	6445.0	5917.0
WBGene00000387	1337.0	880.0	615.0	816.0	800.0	1434.0	793.0	251.0	873.0	646.0	1091.0	1146.0
WBGene00000388	1038.0	874.0	871.0	750.0	796.0	1129.0	516.0	63.0	1101.0	513.0	1028.0	944.0
WBGene00000389	12.0	34.0	44.0	33.0	69.0	7.0	55.0	114.0	32.0	73.0	18.0	29.0
WBGene00000390	4910.0	4251.0	4458.0	3513.0	5051.0	5026.0	4919.0	3704.0	5129.0	4827.0	4824.0	4288.0
WBGene00000391	49.0	117.0	130.0	67.0	129.0	49.0	233.0	200.0	104.0	274.0	57.0	54.0
WBGene00000392	919.0	866.0	920.0	865.0	880.0	952.0	856.0	492.0	1121.0	912.0	1030.0	888.0
WBGene00000393	563.0	460.0	521.0	338.0	574.0	516.0	598.0	560.0	408.0	628.0	460.0	556.0
WBGene00000395	235.0	179.0	183.0	154.0	250.0	238.0	185.0	410.0	230.0	165.0	200.0	172.0
WBGene00000396	1397.0	906.0	969.0	942.0	1183.0	1363.0	1191.0	1186.0	1228.0	984.0	1329.0	1040.0
WBGene00000397	71.0	63.0	95.0	54.0	263.0	51.0	218.0	594.0	104.0	115.0	93.0	54.0
WBGene00000399	14.0	38.0	68.0	5.0	152.0	2.0	374.0	1490.0	44.0	392.0	43.0	32.0
WBGene00000401	33.0	27.0	37.0	22.0	117.0	28.0	108.0	290.0	23.0	98.0	50.0	40.0
WBGene00000402	34.0	51.0	111.0	12.0	242.0	17.0	442.0	1637.0	62.0	281.0	64.0	58.0
WBGene00000403	664.0	775.0	726.0	411.0	1044.0	711.0	992.0	1663.0	572.0	1282.0	723.0	872.0
WBGene00000405	5934.0	5028.0	4479.0	5375.0	5356.0	6431.0	4610.0	1696.0	6127.0	4558.0	6063.0	5592.0
